,oatsUserId,problemID,stepID,hintID,eventType,isCorrect,firstAttempt,time,skills
40,29999,real20,real20a,,unlockHint,,,2021-01-29 03:35:19,['evaluating_algebraic_expressions']
41,29999,real20,real20a,,unlockHint,,,2021-01-29 03:35:36,['evaluating_algebraic_expressions']
42,29999,real20,real20a,real20a-h5,hintScaffoldLog,True,,2021-01-29 03:44:52,['evaluating_algebraic_expressions']
43,29999,real20,real20a,,unlockHint,,,2021-01-29 03:44:58,['evaluating_algebraic_expressions']
44,29999,real20,real20a,,answerStep,False,True,2021-01-29 03:45:02,['evaluating_algebraic_expressions']
45,29999,real20,real20a,,unlockHint,,,2021-01-29 03:45:06,['evaluating_algebraic_expressions']
46,29999,real20,real20a,,answerStep,True,False,2021-01-29 03:45:31,['evaluating_algebraic_expressions']
47,29999,real13,real13a,,unlockHint,,,2021-01-29 03:46:03,['evaluating_algebraic_expressions']
48,29999,real13,real13a,,unlockHint,,,2021-01-29 03:46:16,['evaluating_algebraic_expressions']
49,29999,real13,real13a,,unlockHint,,,2021-01-29 03:46:22,['evaluating_algebraic_expressions']
50,29999,real13,real13a,,unlockHint,,,2021-01-29 03:46:26,['evaluating_algebraic_expressions']
51,29999,real13,real13a,,unlockHint,,,2021-01-29 03:46:32,['evaluating_algebraic_expressions']
52,29999,real13,real13a,,answerStep,True,True,2021-01-29 03:46:49,['evaluating_algebraic_expressions']
53,29999,real14,real14a,,answerStep,True,True,2021-01-29 03:51:03,['evaluating_algebraic_expressions']
54,29999,real18,real18a,,answerStep,True,True,2021-01-29 03:52:52,['evaluating_algebraic_expressions']
55,29999,real18,real18b,,unlockHint,,,2021-01-29 03:56:22,['evaluating_algebraic_expressions']
56,29999,real18,real18b,,unlockHint,,,2021-01-29 03:56:25,['evaluating_algebraic_expressions']
57,29999,real18,real18b,real18b-h2,hintScaffoldLog,True,,2021-01-29 03:56:29,['evaluating_algebraic_expressions']
58,29999,real18,real18b,,unlockHint,,,2021-01-29 03:56:31,['evaluating_algebraic_expressions']
59,29999,real18,real18b,real18b-h3,hintScaffoldLog,True,,2021-01-29 03:56:38,['evaluating_algebraic_expressions']
60,29999,real18,real18b,,unlockHint,,,2021-01-29 03:56:39,['evaluating_algebraic_expressions']
61,29999,real18,real18b,real18b-h4,hintScaffoldLog,True,,2021-01-29 03:57:10,['evaluating_algebraic_expressions']
62,29999,real18,real18b,,unlockHint,,,2021-01-29 03:57:11,['evaluating_algebraic_expressions']
63,29999,real18,real18b,real18b-h5,hintScaffoldLog,True,,2021-01-29 03:58:39,['evaluating_algebraic_expressions']
64,29999,real18,real18b,,answerStep,True,True,2021-01-29 03:58:44,['evaluating_algebraic_expressions']
65,29999,real9,real9a,,answerStep,False,True,2021-01-29 03:59:02,['evaluating_algebraic_expressions']
66,29999,real9,real9a,,answerStep,False,False,2021-01-29 03:59:09,['evaluating_algebraic_expressions']
67,29999,real9,real9a,,unlockHint,,,2021-01-29 03:59:15,['evaluating_algebraic_expressions']
68,29999,real9,real9a,,unlockHint,,,2021-01-29 03:59:18,['evaluating_algebraic_expressions']
69,29999,real9,real9a,real9a-h2,hintScaffoldLog,False,,2021-01-29 03:59:23,['evaluating_algebraic_expressions']
70,29999,real9,real9a,real9a-h2,hintScaffoldLog,False,,2021-01-29 03:59:27,['evaluating_algebraic_expressions']
71,29999,real9,real9a,real9a-h2,hintScaffoldLog,True,,2021-01-29 04:00:39,['evaluating_algebraic_expressions']
72,29999,real9,real9a,,answerStep,True,False,2021-01-29 04:00:49,['evaluating_algebraic_expressions']
73,29999,real9,real9b,,answerStep,True,True,2021-01-29 04:12:13,['evaluating_algebraic_expressions']
74,29999,real21,real21a,,answerStep,False,True,2021-01-29 04:12:56,['evaluating_algebraic_expressions']
75,29999,real21,real21a,,answerStep,True,False,2021-01-29 04:12:59,['evaluating_algebraic_expressions']
76,29999,real21,real21b,,answerStep,False,True,2021-01-29 04:13:10,['evaluating_algebraic_expressions']
77,29999,real21,real21b,,answerStep,True,False,2021-01-29 04:13:13,['evaluating_algebraic_expressions']
78,29999,real15,real15a,,unlockHint,,,2021-01-29 04:14:32,['performing_calculations_using_the_order_of_operations']
79,29999,real15,real15a,,unlockHint,,,2021-01-29 04:14:36,['performing_calculations_using_the_order_of_operations']
80,29999,real15,real15a,real15a-h2,hintScaffoldLog,False,,2021-01-29 04:14:59,['performing_calculations_using_the_order_of_operations']
81,29999,real15,real15a,,unlockHint,,,2021-01-29 04:18:12,['performing_calculations_using_the_order_of_operations']
82,29999,real15,real15a,,unlockHint,,,2021-01-29 04:18:22,['performing_calculations_using_the_order_of_operations']
83,29999,real15,real15a,,unlockHint,,,2021-01-29 04:19:58,['performing_calculations_using_the_order_of_operations']
84,29999,real15,real15a,real15a-h2,hintScaffoldLog,True,,2021-01-29 04:20:13,['performing_calculations_using_the_order_of_operations']
85,29999,real15,real15a,,unlockHint,,,2021-01-29 04:20:15,['performing_calculations_using_the_order_of_operations']
86,29999,real15,real15a,real15a-h3,hintScaffoldLog,True,,2021-01-29 04:20:47,['performing_calculations_using_the_order_of_operations']
87,29999,real15,real15a,,unlockHint,,,2021-01-29 04:20:49,['performing_calculations_using_the_order_of_operations']
88,29999,real15,real15a,,unlockHint,,,2021-01-29 04:20:52,['performing_calculations_using_the_order_of_operations']
89,29999,real15,real15a,real15a-h5,hintScaffoldLog,True,,2021-01-29 04:21:07,['performing_calculations_using_the_order_of_operations']
90,29999,real15,real15a,,unlockHint,,,2021-01-29 04:21:10,['performing_calculations_using_the_order_of_operations']
91,29999,real15,real15a,real15a-h6,hintScaffoldLog,True,,2021-01-29 04:21:20,['performing_calculations_using_the_order_of_operations']
92,29999,real15,real15a,,unlockHint,,,2021-01-29 04:21:23,['performing_calculations_using_the_order_of_operations']
93,29999,real15,real15a,,unlockHint,,,2021-01-29 04:21:27,['performing_calculations_using_the_order_of_operations']
94,29999,real15,real15a,,answerStep,True,True,2021-01-29 04:21:41,['performing_calculations_using_the_order_of_operations']
95,29999,real16,real16a,,unlockHint,,,2021-01-29 04:22:06,['performing_calculations_using_the_order_of_operations']
96,29999,real16,real16a,,unlockHint,,,2021-01-29 04:22:23,['performing_calculations_using_the_order_of_operations']
97,37531,real13,real13a,,answerStep,False,True,2021-01-29 05:44:32,['evaluating_algebraic_expressions']
98,37531,real13,real13a,,answerStep,False,False,2021-01-29 05:44:40,['evaluating_algebraic_expressions']
99,37531,real13,real13a,,answerStep,False,False,2021-01-29 05:44:42,['evaluating_algebraic_expressions']
100,37531,real14,real14a,,answerStep,True,True,2021-01-29 05:49:17,['evaluating_algebraic_expressions']
101,37531,real20,real20a,,answerStep,False,True,2021-01-29 05:53:34,['evaluating_algebraic_expressions']
102,37531,real20,real20a,,answerStep,False,False,2021-01-29 05:53:38,['evaluating_algebraic_expressions']
103,37531,real20,real20a,,answerStep,True,False,2021-01-29 05:55:02,['evaluating_algebraic_expressions']
104,37531,real13,real13a,,answerStep,False,False,2021-01-29 05:55:43,['evaluating_algebraic_expressions']
105,37531,real13,real13a,,answerStep,False,False,2021-01-29 05:55:47,['evaluating_algebraic_expressions']
106,37531,real13,real13a,,unlockHint,,,2021-01-29 05:56:15,['evaluating_algebraic_expressions']
107,37531,real13,real13a,,unlockHint,,,2021-01-29 05:56:21,['evaluating_algebraic_expressions']
108,37531,real13,real13a,,unlockHint,,,2021-01-29 05:56:26,['evaluating_algebraic_expressions']
109,37531,real13,real13a,,unlockHint,,,2021-01-29 05:56:29,['evaluating_algebraic_expressions']
110,37531,real13,real13a,,unlockHint,,,2021-01-29 05:56:31,['evaluating_algebraic_expressions']
111,37531,real13,real13a,,answerStep,False,False,2021-01-29 05:56:47,['evaluating_algebraic_expressions']
112,37531,real13,real13a,,answerStep,False,False,2021-01-29 05:56:48,['evaluating_algebraic_expressions']
113,37531,real13,real13a,,answerStep,False,False,2021-01-29 05:56:58,['evaluating_algebraic_expressions']
114,37531,real13,real13a,,answerStep,False,False,2021-01-29 05:57:52,['evaluating_algebraic_expressions']
115,37531,real13,real13a,,answerStep,False,False,2021-01-29 05:57:55,['evaluating_algebraic_expressions']
116,37531,real13,real13a,,answerStep,False,False,2021-01-29 05:58:01,['evaluating_algebraic_expressions']
117,37531,real13,real13a,,answerStep,False,False,2021-01-29 05:58:02,['evaluating_algebraic_expressions']
118,37531,real13,real13a,,answerStep,False,False,2021-01-29 05:58:09,['evaluating_algebraic_expressions']
119,37531,real13,real13a,,answerStep,False,False,2021-01-29 06:11:22,['evaluating_algebraic_expressions']
120,37531,real13,real13a,,answerStep,False,False,2021-01-29 06:11:30,['evaluating_algebraic_expressions']
121,37531,real13,real13a,,answerStep,False,False,2021-01-29 06:11:38,['evaluating_algebraic_expressions']
122,37531,real13,real13a,,answerStep,False,False,2021-01-29 06:11:39,['evaluating_algebraic_expressions']
123,37531,real20,real20a,,answerStep,True,False,2021-01-29 06:11:54,['evaluating_algebraic_expressions']
124,37531,real13,real13a,,answerStep,False,False,2021-01-29 06:12:08,['evaluating_algebraic_expressions']
125,37531,real13,real13a,,unlockHint,,,2021-01-29 06:12:12,['evaluating_algebraic_expressions']
126,37531,real13,real13a,,unlockHint,,,2021-01-29 06:12:14,['evaluating_algebraic_expressions']
127,37531,real13,real13a,,unlockHint,,,2021-01-29 06:12:15,['evaluating_algebraic_expressions']
128,37531,real13,real13a,,unlockHint,,,2021-01-29 06:12:16,['evaluating_algebraic_expressions']
129,37531,real13,real13a,,unlockHint,,,2021-01-29 06:12:17,['evaluating_algebraic_expressions']
130,37531,real13,real13a,,answerStep,False,False,2021-01-29 06:12:37,['evaluating_algebraic_expressions']
131,37531,real13,real13a,,answerStep,False,False,2021-01-29 06:12:38,['evaluating_algebraic_expressions']
132,37531,real14,real14a,,answerStep,True,False,2021-01-29 06:12:57,['evaluating_algebraic_expressions']
133,37531,real20,real20a,,answerStep,True,False,2021-01-29 06:13:00,['evaluating_algebraic_expressions']
134,37531,real13,real13a,,answerStep,False,False,2021-01-29 06:13:23,['evaluating_algebraic_expressions']
135,37531,real20,real20a,,answerStep,True,False,2021-01-29 06:16:04,['evaluating_algebraic_expressions']
136,37531,real13,real13a,,answerStep,False,False,2021-01-29 06:16:15,['evaluating_algebraic_expressions']
137,37531,poly16,poly16a,,answerStep,False,True,2021-01-29 06:19:10,['adding_and_subtracting_polynomials']
138,37531,poly16,poly16a,,unlockHint,,,2021-01-29 06:19:18,['adding_and_subtracting_polynomials']
139,37531,poly16,poly16a,,unlockHint,,,2021-01-29 06:19:24,['adding_and_subtracting_polynomials']
140,37531,poly16,poly16a,,unlockHint,,,2021-01-29 06:19:30,['adding_and_subtracting_polynomials']
141,50901,real16,real16a,,unlockHint,,,2021-01-29 07:00:52,['performing_calculations_using_the_order_of_operations']
142,50901,real16,real16a,,unlockHint,,,2021-01-29 07:01:13,['performing_calculations_using_the_order_of_operations']
143,50901,real16,real16a,,unlockHint,,,2021-01-29 07:01:45,['performing_calculations_using_the_order_of_operations']
144,50901,real16,real16a,,unlockHint,,,2021-01-29 07:04:41,['performing_calculations_using_the_order_of_operations']
145,50901,real16,real16a,real16a-h3,hintScaffoldLog,True,,2021-01-29 07:04:53,['performing_calculations_using_the_order_of_operations']
146,50901,real16,real16a,,unlockHint,,,2021-01-29 07:04:55,['performing_calculations_using_the_order_of_operations']
147,50901,real16,real16a,,answerStep,True,True,2021-01-29 07:04:59,['performing_calculations_using_the_order_of_operations']
148,50901,real15,real15a,,unlockHint,,,2021-01-29 07:07:03,['performing_calculations_using_the_order_of_operations']
149,50901,real15,real15a,,unlockHint,,,2021-01-29 07:07:12,['performing_calculations_using_the_order_of_operations']
150,50901,real15,real15a,,unlockHint,,,2021-01-29 07:07:22,['performing_calculations_using_the_order_of_operations']
151,50901,real15,real15a,real15a-h2,hintScaffoldLog,False,,2021-01-29 07:08:50,['performing_calculations_using_the_order_of_operations']
152,50901,real15,real15a,real15a-h2,hintScaffoldLog,False,,2021-01-29 07:09:04,['performing_calculations_using_the_order_of_operations']
153,50901,real15,real15a,real15a-h2,hintScaffoldLog,False,,2021-01-29 07:09:23,['performing_calculations_using_the_order_of_operations']
154,50901,real15,real15a,real15a-h2,hintScaffoldLog,False,,2021-01-29 07:10:04,['performing_calculations_using_the_order_of_operations']
155,50901,real15,real15a,real15a-h2,hintScaffoldLog,False,,2021-01-29 07:10:17,['performing_calculations_using_the_order_of_operations']
156,50901,real15,real15a,real15a-h2,hintScaffoldLog,False,,2021-01-29 07:10:18,['performing_calculations_using_the_order_of_operations']
157,50901,real15,real15a,real15a-h2,hintScaffoldLog,True,,2021-01-29 07:11:20,['performing_calculations_using_the_order_of_operations']
158,50901,real15,real15a,,unlockHint,,,2021-01-29 07:11:28,['performing_calculations_using_the_order_of_operations']
159,50901,real15,real15a,,unlockHint,,,2021-01-29 07:11:40,['performing_calculations_using_the_order_of_operations']
160,50901,real15,real15a,real15a-h3,hintScaffoldLog,True,,2021-01-29 07:12:38,['performing_calculations_using_the_order_of_operations']
161,50901,real15,real15a,,unlockHint,,,2021-01-29 07:12:55,['performing_calculations_using_the_order_of_operations']
162,50901,real15,real15a,,unlockHint,,,2021-01-29 07:13:59,['performing_calculations_using_the_order_of_operations']
163,59461,real20,real20a,,answerStep,True,True,2021-01-29 08:37:28,['evaluating_algebraic_expressions']
164,59461,real14,real14a,,answerStep,True,True,2021-01-29 08:37:37,['evaluating_algebraic_expressions']
165,59461,real13,real13a,,answerStep,False,True,2021-01-29 08:37:58,['evaluating_algebraic_expressions']
166,59461,real13,real13a,,answerStep,False,False,2021-01-29 08:38:00,['evaluating_algebraic_expressions']
167,59461,real13,real13a,,answerStep,False,False,2021-01-29 08:39:05,['evaluating_algebraic_expressions']
168,59461,real13,real13a,,answerStep,False,False,2021-01-29 08:39:07,['evaluating_algebraic_expressions']
169,59461,real13,real13a,,answerStep,False,False,2021-01-29 08:39:12,['evaluating_algebraic_expressions']
170,59461,real13,real13a,,answerStep,False,False,2021-01-29 08:39:30,['evaluating_algebraic_expressions']
171,59461,real13,real13a,,answerStep,False,False,2021-01-29 08:40:16,['evaluating_algebraic_expressions']
172,59461,real13,real13a,,answerStep,False,False,2021-01-29 08:40:25,['evaluating_algebraic_expressions']
173,59461,real13,real13a,,answerStep,False,False,2021-01-29 08:40:26,['evaluating_algebraic_expressions']
174,59461,real13,real13a,,answerStep,False,False,2021-01-29 08:40:43,['evaluating_algebraic_expressions']
175,59461,real13,real13a,,answerStep,False,False,2021-01-29 08:40:50,['evaluating_algebraic_expressions']
176,59461,real13,real13a,,answerStep,False,False,2021-01-29 08:40:51,['evaluating_algebraic_expressions']
177,59461,real13,real13a,,unlockHint,,,2021-01-29 08:40:52,['evaluating_algebraic_expressions']
178,59461,real13,real13a,,unlockHint,,,2021-01-29 08:40:54,['evaluating_algebraic_expressions']
179,59461,real13,real13a,,unlockHint,,,2021-01-29 08:40:55,['evaluating_algebraic_expressions']
180,59461,real13,real13a,,unlockHint,,,2021-01-29 08:40:57,['evaluating_algebraic_expressions']
181,59461,real13,real13a,,unlockHint,,,2021-01-29 08:41:02,['evaluating_algebraic_expressions']
182,59461,real13,real13a,,answerStep,False,False,2021-01-29 08:41:14,['evaluating_algebraic_expressions']
183,59461,real13,real13a,,answerStep,False,False,2021-01-29 08:41:16,['evaluating_algebraic_expressions']
184,59461,real13,real13a,,answerStep,False,False,2021-01-29 08:41:17,['evaluating_algebraic_expressions']
185,59461,real13,real13a,,answerStep,False,False,2021-01-29 08:41:18,['evaluating_algebraic_expressions']
186,59461,real14,real14a,,answerStep,True,False,2021-01-29 08:41:29,['evaluating_algebraic_expressions']
187,59461,real20,real20a,,answerStep,True,False,2021-01-29 08:41:33,['evaluating_algebraic_expressions']
188,59461,real13,real13a,,answerStep,False,False,2021-01-29 08:41:57,['evaluating_algebraic_expressions']
189,59461,real13,real13a,,answerStep,False,False,2021-01-29 08:42:00,['evaluating_algebraic_expressions']
190,59461,real13,real13a,,answerStep,False,False,2021-01-29 08:43:50,['evaluating_algebraic_expressions']
191,59461,real13,real13a,,unlockHint,,,2021-01-29 08:43:56,['evaluating_algebraic_expressions']
192,59461,real13,real13a,,unlockHint,,,2021-01-29 08:44:06,['evaluating_algebraic_expressions']
193,59461,real13,real13a,,unlockHint,,,2021-01-29 08:44:09,['evaluating_algebraic_expressions']
194,59461,real13,real13a,,unlockHint,,,2021-01-29 08:44:13,['evaluating_algebraic_expressions']
195,59461,real13,real13a,,unlockHint,,,2021-01-29 08:44:47,['evaluating_algebraic_expressions']
196,59461,real13,real13a,,answerStep,False,False,2021-01-29 08:44:53,['evaluating_algebraic_expressions']
197,59461,real13,real13a,,answerStep,False,False,2021-01-29 08:45:42,['evaluating_algebraic_expressions']
198,59461,real13,real13a,,answerStep,False,False,2021-01-29 08:49:49,['evaluating_algebraic_expressions']
199,59461,real13,real13a,,answerStep,False,False,2021-01-29 08:49:51,['evaluating_algebraic_expressions']
200,11235,real16,real16a,,answerStep,True,True,2021-01-29 20:18:53,['performing_calculations_using_the_order_of_operations']
201,11235,real14,real14a,,answerStep,True,True,2021-01-29 20:24:46,['evaluating_algebraic_expressions']
202,11235,real13,real13a,,answerStep,False,True,2021-01-29 20:25:29,['evaluating_algebraic_expressions']
203,11235,real13,real13a,,answerStep,False,False,2021-01-29 20:25:37,['evaluating_algebraic_expressions']
204,11235,real13,real13a,,answerStep,False,False,2021-01-29 20:25:39,['evaluating_algebraic_expressions']
205,11235,real13,real13a,,answerStep,False,False,2021-01-29 20:25:40,['evaluating_algebraic_expressions']
206,11235,real13,real13a,,answerStep,False,False,2021-01-29 20:25:56,['evaluating_algebraic_expressions']
207,11235,real13,real13a,,answerStep,False,False,2021-01-29 20:25:58,['evaluating_algebraic_expressions']
208,11235,real13,real13a,,answerStep,False,False,2021-01-29 20:26:07,['evaluating_algebraic_expressions']
209,11235,real13,real13a,,answerStep,False,False,2021-01-29 20:26:08,['evaluating_algebraic_expressions']
210,11235,real13,real13a,,answerStep,False,False,2021-01-29 20:26:10,['evaluating_algebraic_expressions']
211,11235,real13,real13a,,answerStep,False,False,2021-01-29 20:26:11,['evaluating_algebraic_expressions']
212,11235,real20,real20a,,answerStep,True,True,2021-01-29 20:34:20,['evaluating_algebraic_expressions']
213,11235,real20,real20a,,answerStep,True,False,2021-01-29 20:34:24,['evaluating_algebraic_expressions']
214,11235,real13,real13a,,answerStep,False,False,2021-01-29 20:34:55,['evaluating_algebraic_expressions']
215,11235,real13,real13a,,unlockHint,,,2021-01-29 20:35:03,['evaluating_algebraic_expressions']
216,11235,real13,real13a,,unlockHint,,,2021-01-29 20:35:06,['evaluating_algebraic_expressions']
217,11235,real13,real13a,,unlockHint,,,2021-01-29 20:35:08,['evaluating_algebraic_expressions']
218,11235,real13,real13a,,unlockHint,,,2021-01-29 20:35:10,['evaluating_algebraic_expressions']
219,11235,real13,real13a,,unlockHint,,,2021-01-29 20:35:11,['evaluating_algebraic_expressions']
220,11235,real13,real13a,,answerStep,False,False,2021-01-29 20:35:16,['evaluating_algebraic_expressions']
221,11235,real13,real13a,,answerStep,False,False,2021-01-29 20:35:17,['evaluating_algebraic_expressions']
222,11235,real13,real13a,,answerStep,True,False,2021-01-29 20:35:36,['evaluating_algebraic_expressions']
223,11235,real14,real14a,,answerStep,True,False,2021-01-29 20:35:52,['evaluating_algebraic_expressions']
224,11235,real18,real18a,,answerStep,True,True,2021-01-29 20:36:57,['evaluating_algebraic_expressions']
225,11235,real18,real18b,,answerStep,True,True,2021-01-29 20:38:17,['evaluating_algebraic_expressions']
226,11235,real21,real21a,,answerStep,True,True,2021-01-29 20:39:34,['evaluating_algebraic_expressions']
227,11235,real21,real21b,,answerStep,True,True,2021-01-29 20:40:14,['evaluating_algebraic_expressions']
228,11235,real19,real19a,,answerStep,True,True,2021-01-29 20:41:38,['evaluating_algebraic_expressions']
229,11235,real19,real19b,,answerStep,True,True,2021-01-29 20:42:27,['evaluating_algebraic_expressions']
230,11235,real9,real9a,,answerStep,True,True,2021-01-29 20:42:43,['evaluating_algebraic_expressions']
231,11235,real9,real9b,,answerStep,True,True,2021-01-29 20:43:09,['evaluating_algebraic_expressions']
232,11235,real8,real8a,,answerStep,True,True,2021-01-29 20:43:54,['evaluating_algebraic_expressions']
233,11235,real8,real8b,,answerStep,True,True,2021-01-29 20:43:55,['evaluating_algebraic_expressions']
234,11235,real8,real8c,,answerStep,True,True,2021-01-29 20:43:56,['evaluating_algebraic_expressions']
235,11235,real12,real12a,,answerStep,True,True,2021-01-29 20:44:39,['evaluating_algebraic_expressions']
236,11235,real12,real12b,,answerStep,True,True,2021-01-29 20:44:40,['evaluating_algebraic_expressions']
237,11235,real12,real12c,,answerStep,True,True,2021-01-29 20:44:56,['evaluating_algebraic_expressions']
238,11235,real15,real15a,,answerStep,True,True,2021-01-29 20:50:33,['performing_calculations_using_the_order_of_operations']
239,11235,real16,real16a,,answerStep,True,False,2021-01-29 20:50:42,['performing_calculations_using_the_order_of_operations']
240,11235,real6,real6a,,answerStep,True,True,2021-01-29 20:51:29,['performing_calculations_using_the_order_of_operations']
241,11235,real6,real6b,,answerStep,True,True,2021-01-29 20:52:03,['performing_calculations_using_the_order_of_operations']
242,11235,real27,real27a,,answerStep,True,True,2021-01-29 20:52:38,['performing_calculations_using_the_order_of_operations']
243,11235,real27,real27b,,answerStep,True,True,2021-01-29 20:52:51,['performing_calculations_using_the_order_of_operations']
244,11235,real5,real5a,,answerStep,True,True,2021-01-29 20:53:30,['performing_calculations_using_the_order_of_operations']
245,11235,real5,real5b,,answerStep,True,True,2021-01-29 20:55:19,['performing_calculations_using_the_order_of_operations']
246,11235,real17,real17a,,answerStep,True,True,2021-01-29 20:56:11,['performing_calculations_using_the_order_of_operations']
247,11235,real17,real17b,,answerStep,True,True,2021-01-29 20:56:50,['performing_calculations_using_the_order_of_operations']
248,11235,real28,real28a,,answerStep,True,True,2021-01-29 20:57:12,['performing_calculations_using_the_order_of_operations']
249,11235,real28,real28b,,answerStep,True,True,2021-01-29 20:57:14,['performing_calculations_using_the_order_of_operations']
250,11235,real26,real26c,,answerStep,True,True,2021-01-29 20:57:54,['performing_calculations_using_the_order_of_operations']
251,11235,real26,real26b,,answerStep,True,True,2021-01-29 20:57:55,['performing_calculations_using_the_order_of_operations']
252,11235,real26,real26a,,answerStep,True,True,2021-01-29 20:57:56,['performing_calculations_using_the_order_of_operations']
253,11235,real11,real11a,,answerStep,False,True,2021-01-29 20:58:46,['evaluating_algebraic_expressions']
254,11235,real11,real11a,,unlockHint,,,2021-01-29 20:58:50,['evaluating_algebraic_expressions']
255,11235,real11,real11a,,unlockHint,,,2021-01-29 20:58:51,['evaluating_algebraic_expressions']
256,11235,real11,real11a,,unlockHint,,,2021-01-29 20:58:57,['evaluating_algebraic_expressions']
257,11235,real11,real11a,,unlockHint,,,2021-01-29 20:58:59,['evaluating_algebraic_expressions']
258,11235,real11,real11a,real11a-h5,hintScaffoldLog,True,,2021-01-29 20:59:08,['evaluating_algebraic_expressions']
259,11235,real11,real11a,,unlockHint,,,2021-01-29 20:59:09,['evaluating_algebraic_expressions']
260,11235,real11,real11a,,unlockHint,,,2021-01-29 20:59:10,['evaluating_algebraic_expressions']
261,11235,real11,real11a,,answerStep,False,False,2021-01-29 20:59:18,['evaluating_algebraic_expressions']
262,11235,real11,real11a,,answerStep,False,False,2021-01-29 20:59:27,['evaluating_algebraic_expressions']
263,11235,real11,real11a,,answerStep,False,False,2021-01-29 20:59:38,['evaluating_algebraic_expressions']
264,11235,exp22,exp22a,,answerStep,True,True,2021-01-29 21:06:44,['using_scientific_notation']
