,problem_name,hashed_name,sheet_name,skills,lesson_name
726,polyzero7,a5c95e8polyzero7,5.5 Zeros of Polynomial Functions,['evaluating_a_polynomial_using_the_remainder_theorem'],Openstax: College Algebra
727,polyzero8,a5c95e8polyzero8,5.5 Zeros of Polynomial Functions,['evaluating_a_polynomial_using_the_remainder_theorem'],Openstax: College Algebra
728,polyzero9,a5c95e8polyzero9,5.5 Zeros of Polynomial Functions,['evaluating_a_polynomial_using_the_remainder_theorem'],Openstax: College Algebra
729,rationals1,a5b6f42rationals1,5.6 Rational Functions,['finding_the_domains_of_rational_functions'],Openstax: College Algebra
730,rationals10,a5b6f42rationals10,5.6 Rational Functions,['finding_the_domains_of_rational_functions'],Openstax: College Algebra
731,rationals11,a5b6f42rationals11,5.6 Rational Functions,['rational_functions'],Openstax: College Algebra
732,rationals12,a5b6f42rationals12,5.6 Rational Functions,['rational_functions'],Openstax: College Algebra
733,rationals13,a5b6f42rationals13,5.6 Rational Functions,['rational_functions'],Openstax: College Algebra
734,rationals14,a5b6f42rationals14,5.6 Rational Functions,['rational_functions'],Openstax: College Algebra
735,rationals15,a5b6f42rationals15,5.6 Rational Functions,['rational_functions'],Openstax: College Algebra
736,rationals16,a5b6f42rationals16,5.6 Rational Functions,['rational_functions'],Openstax: College Algebra
737,rationals17,a5b6f42rationals17,5.6 Rational Functions,['rational_functions'],Openstax: College Algebra
738,rationals18,a5b6f42rationals18,5.6 Rational Functions,['rational_functions'],Openstax: College Algebra
739,rationals19,a5b6f42rationals19,5.6 Rational Functions,['rational_functions'],Openstax: College Algebra
740,rationals2,a5b6f42rationals2,5.6 Rational Functions,['finding_the_domains_of_rational_functions'],Openstax: College Algebra
741,rationals20,a5b6f42rationals20,5.6 Rational Functions,['rational_functions'],Openstax: College Algebra
742,rationals21,a5b6f42rationals21,5.6 Rational Functions,['finding_the_intercepts_of_a_rational_function'],Openstax: College Algebra
743,rationals22,a5b6f42rationals22,5.6 Rational Functions,['finding_the_intercepts_of_a_rational_function'],Openstax: College Algebra
744,rationals23,a5b6f42rationals23,5.6 Rational Functions,['finding_the_intercepts_of_a_rational_function'],Openstax: College Algebra
745,rationals24,a5b6f42rationals24,5.6 Rational Functions,['finding_the_intercepts_of_a_rational_function'],Openstax: College Algebra
746,rationals25,a5b6f42rationals25,5.6 Rational Functions,['finding_the_intercepts_of_a_rational_function'],Openstax: College Algebra
747,rationals26,a5b6f42rationals26,5.6 Rational Functions,['horizontal_asymptotes_of_rational_functions'],Openstax: College Algebra
748,rationals27,a5b6f42rationals27,5.6 Rational Functions,['horizontal_asymptotes_of_rational_functions'],Openstax: College Algebra
749,rationals28,a5b6f42rationals28,5.6 Rational Functions,['horizontal_asymptotes_of_rational_functions'],Openstax: College Algebra
750,rationals29,a5b6f42rationals29,5.6 Rational Functions,['horizontal_asymptotes_of_rational_functions'],Openstax: College Algebra
751,rationals3,a5b6f42rationals3,5.6 Rational Functions,['finding_the_domains_of_rational_functions'],Openstax: College Algebra
752,rationals30,a5b6f42rationals30,5.6 Rational Functions,['horizontal_asymptotes_of_rational_functions'],Openstax: College Algebra
753,rationals4,a5b6f42rationals4,5.6 Rational Functions,['finding_the_domains_of_rational_functions'],Openstax: College Algebra
754,rationals5,a5b6f42rationals5,5.6 Rational Functions,['finding_the_domains_of_rational_functions'],Openstax: College Algebra
755,rationals6,a5b6f42rationals6,5.6 Rational Functions,['finding_the_domains_of_rational_functions'],Openstax: College Algebra
756,rationals7,a5b6f42rationals7,5.6 Rational Functions,['finding_the_domains_of_rational_functions'],Openstax: College Algebra
757,rationals8,a5b6f42rationals8,5.6 Rational Functions,['finding_the_domains_of_rational_functions'],Openstax: College Algebra
758,rationals9,a5b6f42rationals9,5.6 Rational Functions,['finding_the_domains_of_rational_functions'],Openstax: College Algebra
759,inverses1,a8ffef9inverses1,5.7 Inverses and Radical Functions,['finding_the_inverse_of_a_polynomial_function'],Openstax: College Algebra
760,inverses10,a8ffef9inverses10,5.7 Inverses and Radical Functions,['finding_inverses_of_rational_functions'],Openstax: College Algebra
761,inverses11,a8ffef9inverses11,5.7 Inverses and Radical Functions,['factoring_a_difference_of_squares'],Openstax: College Algebra
762,inverses12,a8ffef9inverses12,5.7 Inverses and Radical Functions,['factoring_a_difference_of_squares'],Openstax: College Algebra
763,inverses13,a8ffef9inverses13,5.7 Inverses and Radical Functions,['factoring_a_sum_of_cubes'],Openstax: College Algebra
764,inverses14,a8ffef9inverses14,5.7 Inverses and Radical Functions,['factoring_a_sum_of_cubes'],Openstax: College Algebra
765,inverses15,a8ffef9inverses15,5.7 Inverses and Radical Functions,['factoring_a_difference_of_cubes'],Openstax: College Algebra
766,inverses16,a8ffef9inverses16,5.7 Inverses and Radical Functions,['factoring_a_difference_of_cubes'],Openstax: College Algebra
767,inverses17,a8ffef9inverses17,5.7 Inverses and Radical Functions,['factoring_an_expression_with_fractional_or_negative_exponents'],Openstax: College Algebra
768,inverses18,a8ffef9inverses18,5.7 Inverses and Radical Functions,['factoring_an_expression_with_fractional_or_negative_exponents'],Openstax: College Algebra
769,inverses19,a8ffef9inverses19,5.7 Inverses and Radical Functions,['finding_the_inverse_of_a_polynomial_function'],Openstax: College Algebra
770,inverses2,a8ffef9inverses2,5.7 Inverses and Radical Functions,['finding_the_inverse_of_a_polynomial_function'],Openstax: College Algebra
771,inverses20,a8ffef9inverses20,5.7 Inverses and Radical Functions,['finding_the_inverse_of_a_polynomial_function'],Openstax: College Algebra
772,inverses21,a8ffef9inverses21,5.7 Inverses and Radical Functions,['finding_the_inverse_of_a_polynomial_function'],Openstax: College Algebra
773,inverses22,a8ffef9inverses22,5.7 Inverses and Radical Functions,['finding_the_inverse_of_a_polynomial_function'],Openstax: College Algebra
774,inverses23,a8ffef9inverses23,5.7 Inverses and Radical Functions,['finding_the_inverse_of_a_polynomial_function'],Openstax: College Algebra
775,inverses24,a8ffef9inverses24,5.7 Inverses and Radical Functions,['finding_the_inverse_of_a_polynomial_function'],Openstax: College Algebra
776,inverses25,a8ffef9inverses25,5.7 Inverses and Radical Functions,['finding_the_inverse_of_a_polynomial_function'],Openstax: College Algebra
777,inverses26,a8ffef9inverses26,5.7 Inverses and Radical Functions,['finding_the_inverse_of_a_polynomial_function'],Openstax: College Algebra
778,inverses27,a8ffef9inverses27,5.7 Inverses and Radical Functions,['finding_the_inverse_of_a_polynomial_function'],Openstax: College Algebra
779,inverses28,a8ffef9inverses28,5.7 Inverses and Radical Functions,['finding_the_inverse_of_a_polynomial_function'],Openstax: College Algebra
780,inverses3,a8ffef9inverses3,5.7 Inverses and Radical Functions,['restricting_the_domain_to_find_the_inverse_of_a_polynomial_function'],Openstax: College Algebra
781,inverses4,a8ffef9inverses4,5.7 Inverses and Radical Functions,['restricting_the_domain_to_find_the_inverse_of_a_polynomial_function'],Openstax: College Algebra
782,inverses5,a8ffef9inverses5,5.7 Inverses and Radical Functions,['solving_applications_of_radical_functions'],Openstax: College Algebra
783,inverses6,a8ffef9inverses6,5.7 Inverses and Radical Functions,['solving_applications_of_radical_functions'],Openstax: College Algebra
784,inverses7,a8ffef9inverses7,5.7 Inverses and Radical Functions,['solving_applications_of_radical_functions'],Openstax: College Algebra
785,inverses8,a8ffef9inverses8,5.7 Inverses and Radical Functions,['determining_the_domain_of_a_radical_function_composed_with_other_functions'],Openstax: College Algebra
786,inverses9,a8ffef9inverses9,5.7 Inverses and Radical Functions,['finding_inverses_of_rational_functions'],Openstax: College Algebra
787,modeling1,a14ffbcmodeling1,5.8 Modeling Using Variation,['solving_direct_variation_problems'],Openstax: College Algebra
788,modeling10,a14ffbcmodeling10,5.8 Modeling Using Variation,['solving_direct_variation_problems'],Openstax: College Algebra
789,modeling11,a14ffbcmodeling11,5.8 Modeling Using Variation,['solving_inverse_variation_problems'],Openstax: College Algebra
790,modeling12,a14ffbcmodeling12,5.8 Modeling Using Variation,['solving_inverse_variation_problems'],Openstax: College Algebra
791,modeling13,a14ffbcmodeling13,5.8 Modeling Using Variation,['solving_inverse_variation_problems'],Openstax: College Algebra
792,modeling14,a14ffbcmodeling14,5.8 Modeling Using Variation,['solving_problems_involving_joint_variation'],Openstax: College Algebra
793,modeling15,a14ffbcmodeling15,5.8 Modeling Using Variation,['solving_problems_involving_joint_variation'],Openstax: College Algebra
794,modeling16,a14ffbcmodeling16,5.8 Modeling Using Variation,['solving_problems_involving_joint_variation'],Openstax: College Algebra
795,modeling17,a14ffbcmodeling17,5.8 Modeling Using Variation,['solving_problems_involving_joint_variation'],Openstax: College Algebra
796,modeling18,a14ffbcmodeling18,5.8 Modeling Using Variation,['modeling_using_variation'],Openstax: College Algebra
797,modeling19,a14ffbcmodeling19,5.8 Modeling Using Variation,['modeling_using_variation'],Openstax: College Algebra
798,modeling2,a14ffbcmodeling2,5.8 Modeling Using Variation,['solving_inverse_variation_problems'],Openstax: College Algebra
799,modeling20,a14ffbcmodeling20,5.8 Modeling Using Variation,['modeling_using_variation'],Openstax: College Algebra
800,modeling21,a14ffbcmodeling21,5.8 Modeling Using Variation,['modeling_using_variation'],Openstax: College Algebra
801,modeling22,a14ffbcmodeling22,5.8 Modeling Using Variation,['modeling_using_variation'],Openstax: College Algebra
802,modeling23,a14ffbcmodeling23,5.8 Modeling Using Variation,['modeling_using_variation'],Openstax: College Algebra
803,modeling24,a14ffbcmodeling24,5.8 Modeling Using Variation,['modeling_using_variation'],Openstax: College Algebra
804,modeling25,a14ffbcmodeling25,5.8 Modeling Using Variation,['modeling_using_variation'],Openstax: College Algebra
805,modeling26,a14ffbcmodeling26,5.8 Modeling Using Variation,['modeling_using_variation'],Openstax: College Algebra
806,modeling27,a14ffbcmodeling27,5.8 Modeling Using Variation,['modeling_using_variation'],Openstax: College Algebra
807,modeling3,a14ffbcmodeling3,5.8 Modeling Using Variation,['solving_inverse_variation_problems'],Openstax: College Algebra
808,modeling4,a14ffbcmodeling4,5.8 Modeling Using Variation,['solving_problems_involving_joint_variation'],Openstax: College Algebra
809,modeling5,a14ffbcmodeling5,5.8 Modeling Using Variation,['solving_direct_variation_problems'],Openstax: College Algebra
810,modeling6,a14ffbcmodeling6,5.8 Modeling Using Variation,['solving_inverse_variation_problems'],Openstax: College Algebra
811,modeling7,a14ffbcmodeling7,5.8 Modeling Using Variation,['solving_problems_involving_joint_variation'],Openstax: College Algebra
812,modeling8,a14ffbcmodeling8,5.8 Modeling Using Variation,['solving_direct_variation_problems'],Openstax: College Algebra
813,modeling9,a14ffbcmodeling9,5.8 Modeling Using Variation,['solving_direct_variation_problems'],Openstax: College Algebra
814,exponential1,ae3c1a1exponential1,6.1 Exponential Functions,['identifying_exponential_functions'],Openstax: College Algebra
815,exponential10,ae3c1a1exponential10,6.1 Exponential Functions,['evaluating_functinos_with_base_e'],Openstax: College Algebra
816,exponential11,ae3c1a1exponential11,6.1 Exponential Functions,['evaluating_exponential_function'],Openstax: College Algebra
817,exponential12,ae3c1a1exponential12,6.1 Exponential Functions,['evaluating_exponential_function'],Openstax: College Algebra
818,exponential13,ae3c1a1exponential13,6.1 Exponential Functions,['evaluating_exponential_function'],Openstax: College Algebra
819,exponential14,ae3c1a1exponential14,6.1 Exponential Functions,['evaluating_exponential_function'],Openstax: College Algebra
820,exponential15,ae3c1a1exponential15,6.1 Exponential Functions,['evaluating_exponential_function'],Openstax: College Algebra
821,exponential16,ae3c1a1exponential16,6.1 Exponential Functions,['evaluating_exponential_function'],Openstax: College Algebra
822,exponential17,ae3c1a1exponential17,6.1 Exponential Functions,['evaluating_exponential_function'],Openstax: College Algebra
823,exponential18,ae3c1a1exponential18,6.1 Exponential Functions,['defining_exponential_growth'],Openstax: College Algebra
824,exponential19,ae3c1a1exponential19,6.1 Exponential Functions,['investigating_continuous_growth'],Openstax: College Algebra
825,exponential2,ae3c1a1exponential2,6.1 Exponential Functions,['identifying_exponential_functions'],Openstax: College Algebra
826,exponential20,ae3c1a1exponential20,6.1 Exponential Functions,['investigating_continuous_growth'],Openstax: College Algebra
827,exponential21,ae3c1a1exponential21,6.1 Exponential Functions,['finding_equations_of_exponential_functions'],Openstax: College Algebra
828,exponential22,ae3c1a1exponential22,6.1 Exponential Functions,['finding_equations_of_exponential_functions'],Openstax: College Algebra
829,exponential23,ae3c1a1exponential23,6.1 Exponential Functions,['finding_equations_of_exponential_functions'],Openstax: College Algebra
830,exponential24,ae3c1a1exponential24,6.1 Exponential Functions,['finding_equations_of_exponential_functions'],Openstax: College Algebra
831,exponential25,ae3c1a1exponential25,6.1 Exponential Functions,['finding_equations_of_exponential_functions'],Openstax: College Algebra
832,exponential26,ae3c1a1exponential26,6.1 Exponential Functions,['applying_the_compound_interest_formula'],Openstax: College Algebra
833,exponential27,ae3c1a1exponential27,6.1 Exponential Functions,['applying_the_compound_interest_formula'],Openstax: College Algebra
834,exponential28,ae3c1a1exponential28,6.1 Exponential Functions,['applying_the_compound_interest_formula'],Openstax: College Algebra
835,exponential29,ae3c1a1exponential29,6.1 Exponential Functions,['applying_the_compound_interest_formula'],Openstax: College Algebra
836,exponential3,ae3c1a1exponential3,6.1 Exponential Functions,['evaluating_exponential_functions'],Openstax: College Algebra
837,exponential30,ae3c1a1exponential30,6.1 Exponential Functions,['applying_the_compound_interest_formula'],Openstax: College Algebra
838,exponential4,ae3c1a1exponential4,6.1 Exponential Functions,['evaluating_exponential_functions'],Openstax: College Algebra
839,exponential5,ae3c1a1exponential5,6.1 Exponential Functions,['evaluating_exponential_functions'],Openstax: College Algebra
840,exponential6,ae3c1a1exponential6,6.1 Exponential Functions,['finding_equations_of_exponential_functions'],Openstax: College Algebra
841,exponential7,ae3c1a1exponential7,6.1 Exponential Functions,['applying_the_compoung_interest_formula'],Openstax: College Algebra
842,exponential8,ae3c1a1exponential8,6.1 Exponential Functions,['applying_the_compoung_interest_formula'],Openstax: College Algebra
843,exponential9,ae3c1a1exponential9,6.1 Exponential Functions,['evaluating_functinos_with_base_e'],Openstax: College Algebra
844,expgraph1,a3b7d40expgraph1,6.2 Graphs of Exponential Functions,['graphing_exponential_functions'],Openstax: College Algebra
845,expgraph10,a3b7d40expgraph10,6.2 Graphs of Exponential Functions,['graphing_exponential_functions'],Openstax: College Algebra
846,expgraph11,a3b7d40expgraph11,6.2 Graphs of Exponential Functions,['graphing_exponential_functions'],Openstax: College Algebra
847,expgraph12,a3b7d40expgraph12,6.2 Graphs of Exponential Functions,['graphing_exponential_functions'],Openstax: College Algebra
848,expgraph13,a3b7d40expgraph13,6.2 Graphs of Exponential Functions,['graphing_exponential_functions'],Openstax: College Algebra
849,expgraph14,a3b7d40expgraph14,6.2 Graphs of Exponential Functions,['graphing_exponential_functions'],Openstax: College Algebra
850,expgraph15,a3b7d40expgraph15,6.2 Graphs of Exponential Functions,['graphing_exponential_functions'],Openstax: College Algebra
851,expgraph16,a3b7d40expgraph16,6.2 Graphs of Exponential Functions,['graphing_exponential_functions'],Openstax: College Algebra
852,expgraph17,a3b7d40expgraph17,6.2 Graphs of Exponential Functions,['graphing_exponential_functions'],Openstax: College Algebra
853,expgraph18,a3b7d40expgraph18,6.2 Graphs of Exponential Functions,['graphing_exponential_functions'],Openstax: College Algebra
854,expgraph19,a3b7d40expgraph19,6.2 Graphs of Exponential Functions,['graphing_exponential_functions'],Openstax: College Algebra
855,expgraph2,a3b7d40expgraph2,6.2 Graphs of Exponential Functions,['graphing_exponential_functions'],Openstax: College Algebra
856,expgraph20,a3b7d40expgraph20,6.2 Graphs of Exponential Functions,['graphing_exponential_functions'],Openstax: College Algebra
857,expgraph3,a3b7d40expgraph3,6.2 Graphs of Exponential Functions,['graphing_exponential_functions'],Openstax: College Algebra
858,expgraph4,a3b7d40expgraph4,6.2 Graphs of Exponential Functions,['graphing_exponential_functions'],Openstax: College Algebra
859,expgraph5,a3b7d40expgraph5,6.2 Graphs of Exponential Functions,['graphing_exponential_functions'],Openstax: College Algebra
860,expgraph6,a3b7d40expgraph6,6.2 Graphs of Exponential Functions,['graphing_exponential_functions'],Openstax: College Algebra
861,expgraph7,a3b7d40expgraph7,6.2 Graphs of Exponential Functions,['graphing_exponential_functions'],Openstax: College Algebra
862,expgraph8,a3b7d40expgraph8,6.2 Graphs of Exponential Functions,['graphing_exponential_functions'],Openstax: College Algebra
863,expgraph9,a3b7d40expgraph9,6.2 Graphs of Exponential Functions,['graphing_exponential_functions'],Openstax: College Algebra
864,log1,ab50a95log1,6.3 Logarithmic Functions,['converting_from_logarithmic_form_to_exponential_form'],Openstax: College Algebra
865,log10,ab50a95log10,6.3 Logarithmic Functions,['finding_the_value_of_a_common_logarithm_mentally'],Openstax: College Algebra
866,log11,ab50a95log11,6.3 Logarithmic Functions,['finding_the_value_of_a_common_logarithm_using_a_calculator'],Openstax: College Algebra
867,log12,ab50a95log12,6.3 Logarithmic Functions,['finding_the_value_of_a_common_logarithm_using_a_calculator'],Openstax: College Algebra
868,log13,ab50a95log13,6.3 Logarithmic Functions,['rewriting_and_solving_a_real_world_exponential_model'],Openstax: College Algebra
869,log14,ab50a95log14,6.3 Logarithmic Functions,['rewriting_and_solving_a_real_world_exponential_model'],Openstax: College Algebra
870,log15,ab50a95log15,6.3 Logarithmic Functions,['evaluating_a_natural_logarithm_using_a_calculator'],Openstax: College Algebra
871,log16,ab50a95log16,6.3 Logarithmic Functions,['evaluating_a_natural_logarithm_using_a_calculator'],Openstax: College Algebra
872,log17,ab50a95log17,6.3 Logarithmic Functions,['converting_from_logarithmic_to_exponential_form'],Openstax: College Algebra
873,log18,ab50a95log18,6.3 Logarithmic Functions,['converting_from_logarithmic_to_exponential_form'],Openstax: College Algebra
874,log19,ab50a95log19,6.3 Logarithmic Functions,['converting_from_logarithmic_to_exponential_form'],Openstax: College Algebra
875,log2,ab50a95log2,6.3 Logarithmic Functions,['converting_from_logarithmic_form_to_exponential_form'],Openstax: College Algebra
876,log20,ab50a95log20,6.3 Logarithmic Functions,['converting_from_logarithmic_to_exponential_form'],Openstax: College Algebra
877,log21,ab50a95log21,6.3 Logarithmic Functions,['converting_from_logarithmic_to_exponential_form'],Openstax: College Algebra
878,log22,ab50a95log22,6.3 Logarithmic Functions,['converting_from_logarithmic_to_exponential_form'],Openstax: College Algebra
879,log23,ab50a95log23,6.3 Logarithmic Functions,['converting_from_logarithmic_to_exponential_form'],Openstax: College Algebra
880,log24,ab50a95log24,6.3 Logarithmic Functions,['converting_from_logarithmic_to_exponential_form'],Openstax: College Algebra
881,log25,ab50a95log25,6.3 Logarithmic Functions,['converting_from_exponential_to_logarithmic_form'],Openstax: College Algebra
882,log26,ab50a95log26,6.3 Logarithmic Functions,['converting_from_logarithmic_to_exponential_form'],Openstax: College Algebra
883,log27,ab50a95log27,6.3 Logarithmic Functions,['evaluating_logarithms'],Openstax: College Algebra
884,log28,ab50a95log28,6.3 Logarithmic Functions,['evaluating_logarithms'],Openstax: College Algebra
885,log29,ab50a95log29,6.3 Logarithmic Functions,['evaluating_logarithms'],Openstax: College Algebra
886,log3,ab50a95log3,6.3 Logarithmic Functions,['converting_from_exponential_form_to_logarithmic_form'],Openstax: College Algebra
887,log30,ab50a95log30,6.3 Logarithmic Functions,['evaluating_logarithms'],Openstax: College Algebra
888,log31,ab50a95log31,6.3 Logarithmic Functions,['evaluating_logarithms'],Openstax: College Algebra
889,log32,ab50a95log32,6.3 Logarithmic Functions,['evaluating_logarithms'],Openstax: College Algebra
890,log4,ab50a95log4,6.3 Logarithmic Functions,['converting_from_exponential_form_to_logarithmic_form'],Openstax: College Algebra
891,log5,ab50a95log5,6.3 Logarithmic Functions,['solving_logarithms_mentally'],Openstax: College Algebra
892,log6,ab50a95log6,6.3 Logarithmic Functions,['solving_logarithms_mentally'],Openstax: College Algebra
893,log7,ab50a95log7,6.3 Logarithmic Functions,['evaluating_the_logarithm_of_a_reciprocal'],Openstax: College Algebra
894,log8,ab50a95log8,6.3 Logarithmic Functions,['evaluating_the_logarithm_of_a_reciprocal'],Openstax: College Algebra
895,log9,ab50a95log9,6.3 Logarithmic Functions,['finding_the_value_of_a_common_logarithm_mentally'],Openstax: College Algebra
896,graphlog1,a98b1afgraphlog1,6.4 Graphs of Logarithmic Functions,['graphs_of_logarithmic_functions'],Openstax: College Algebra
897,graphlog10,a98b1afgraphlog10,6.4 Graphs of Logarithmic Functions,['graphs_of_logarithmic_functions'],Openstax: College Algebra
898,graphlog11,a98b1afgraphlog11,6.4 Graphs of Logarithmic Functions,['graphs_of_logarithmic_functions'],Openstax: College Algebra
899,graphlog12,a98b1afgraphlog12,6.4 Graphs of Logarithmic Functions,['graphs_of_logarithmic_functions'],Openstax: College Algebra
900,graphlog13,a98b1afgraphlog13,6.4 Graphs of Logarithmic Functions,['graphs_of_logarithmic_functions'],Openstax: College Algebra
901,graphlog14,a98b1afgraphlog14,6.4 Graphs of Logarithmic Functions,['graphs_of_logarithmic_functions'],Openstax: College Algebra
902,graphlog15,a98b1afgraphlog15,6.4 Graphs of Logarithmic Functions,['graphs_of_logarithmic_functions'],Openstax: College Algebra
903,graphlog16,a98b1afgraphlog16,6.4 Graphs of Logarithmic Functions,['graphs_of_logarithmic_functions'],Openstax: College Algebra
904,graphlog17,a98b1afgraphlog17,6.4 Graphs of Logarithmic Functions,['graphs_of_logarithmic_functions'],Openstax: College Algebra
905,graphlog18,a98b1afgraphlog18,6.4 Graphs of Logarithmic Functions,['graphs_of_logarithmic_functions'],Openstax: College Algebra
906,graphlog19,a98b1afgraphlog19,6.4 Graphs of Logarithmic Functions,['graphs_of_logarithmic_functions'],Openstax: College Algebra
907,graphlog2,a98b1afgraphlog2,6.4 Graphs of Logarithmic Functions,['graphs_of_logarithmic_functions'],Openstax: College Algebra
908,graphlog20,a98b1afgraphlog20,6.4 Graphs of Logarithmic Functions,['graphs_of_logarithmic_functions'],Openstax: College Algebra
909,graphlog3,a98b1afgraphlog3,6.4 Graphs of Logarithmic Functions,['graphs_of_logarithmic_functions'],Openstax: College Algebra
910,graphlog4,a98b1afgraphlog4,6.4 Graphs of Logarithmic Functions,['graphs_of_logarithmic_functions'],Openstax: College Algebra
911,graphlog5,a98b1afgraphlog5,6.4 Graphs of Logarithmic Functions,['graphs_of_logarithmic_functions'],Openstax: College Algebra
912,graphlog6,a98b1afgraphlog6,6.4 Graphs of Logarithmic Functions,['graphs_of_logarithmic_functions'],Openstax: College Algebra
913,graphlog7,a98b1afgraphlog7,6.4 Graphs of Logarithmic Functions,['graphs_of_logarithmic_functions'],Openstax: College Algebra
914,graphlog8,a98b1afgraphlog8,6.4 Graphs of Logarithmic Functions,['graphs_of_logarithmic_functions'],Openstax: College Algebra
915,graphlog9,a98b1afgraphlog9,6.4 Graphs of Logarithmic Functions,['graphs_of_logarithmic_functions'],Openstax: College Algebra
916,logarithmic1,aeae96dlogarithmic1,6.5 Logarithmic Properties,['expanding_logarithmic_expressions'],Openstax: College Algebra
917,logarithmic10,aeae96dlogarithmic10,6.5 Logarithmic Properties,['using_the_change_of_base_formula_for_logarithms'],Openstax: College Algebra
918,logarithmic11,aeae96dlogarithmic11,6.5 Logarithmic Properties,['using_the_change_of_base_formula_for_logarithms'],Openstax: College Algebra
919,logarithmic12,aeae96dlogarithmic12,6.5 Logarithmic Properties,['using_the_change_of_base_formula_for_logarithms'],Openstax: College Algebra
920,logarithmic13,aeae96dlogarithmic13,6.5 Logarithmic Properties,['the_properties_of_logarithms'],Openstax: College Algebra
921,logarithmic14,aeae96dlogarithmic14,6.5 Logarithmic Properties,['the_properties_of_logarithms'],Openstax: College Algebra
922,logarithmic15,aeae96dlogarithmic15,6.5 Logarithmic Properties,['using_the_change_of_base_formula_for_logarithms'],Openstax: College Algebra
923,logarithmic16,aeae96dlogarithmic16,6.5 Logarithmic Properties,['using_the_change_of_base_formula_for_logarithms'],Openstax: College Algebra
924,logarithmic2,aeae96dlogarithmic2,6.5 Logarithmic Properties,['expanding_logarithmic_expressions'],Openstax: College Algebra
925,logarithmic3,aeae96dlogarithmic3,6.5 Logarithmic Properties,['condensing_logarithmic_expressions'],Openstax: College Algebra
926,logarithmic4,aeae96dlogarithmic4,6.5 Logarithmic Properties,['condensing_logarithmic_expressions'],Openstax: College Algebra
927,logarithmic5,aeae96dlogarithmic5,6.5 Logarithmic Properties,['expanding_logarithmic_expressions'],Openstax: College Algebra
928,logarithmic6,aeae96dlogarithmic6,6.5 Logarithmic Properties,['expanding_logarithmic_expressions'],Openstax: College Algebra
929,logarithmic7,aeae96dlogarithmic7,6.5 Logarithmic Properties,['condensing_logarithmic_expressions'],Openstax: College Algebra
930,logarithmic8,aeae96dlogarithmic8,6.5 Logarithmic Properties,['condensing_logarithmic_expressions'],Openstax: College Algebra
931,logarithmic9,aeae96dlogarithmic9,6.5 Logarithmic Properties,['using_the_change_of_base_formula_for_logarithms'],Openstax: College Algebra
932,logprop1,aeae96dlogprop1,6.5 Logarithmic Properties,['the_product_rule_for_logarithms'],Openstax: College Algebra
933,logprop10,aeae96dlogprop10,6.5 Logarithmic Properties,['the_power_rule_for_logarithms'],Openstax: College Algebra
934,logprop11,aeae96dlogprop11,6.5 Logarithmic Properties,['expanding_logarithmic_expressions'],Openstax: College Algebra
935,logprop12,aeae96dlogprop12,6.5 Logarithmic Properties,['expanding_logarithmic_expressions'],Openstax: College Algebra
936,logprop13,aeae96dlogprop13,6.5 Logarithmic Properties,['using_the_power_rule_for_logarithms_to_simplify_the_logarithm_of_a_radical_expression'],Openstax: College Algebra
937,logprop14,aeae96dlogprop14,6.5 Logarithmic Properties,['using_the_power_rule_for_logarithms_to_simplify_the_logarithm_of_a_radical_expression'],Openstax: College Algebra
938,logprop15,aeae96dlogprop15,6.5 Logarithmic Properties,['condensing_logarithmic_expressions'],Openstax: College Algebra
939,logprop16,aeae96dlogprop16,6.5 Logarithmic Properties,['condensing_logarithmic_expressions'],Openstax: College Algebra
940,logprop2,aeae96dlogprop2,6.5 Logarithmic Properties,['the_product_rule_for_logarithms'],Openstax: College Algebra
941,logprop3,aeae96dlogprop3,6.5 Logarithmic Properties,['the_quotient_rule_for_logarithms'],Openstax: College Algebra
942,logprop4,aeae96dlogprop4,6.5 Logarithmic Properties,['the_quotient_rule_for_logarithms'],Openstax: College Algebra
943,logprop5,aeae96dlogprop5,6.5 Logarithmic Properties,['the_power_rule_for_logarithms'],Openstax: College Algebra
944,logprop6,aeae96dlogprop6,6.5 Logarithmic Properties,['the_power_rule_for_logarithms'],Openstax: College Algebra
945,logprop7,aeae96dlogprop7,6.5 Logarithmic Properties,['the_power_rule_for_logarithms'],Openstax: College Algebra
946,logprop8,aeae96dlogprop8,6.5 Logarithmic Properties,['the_power_rule_for_logarithms'],Openstax: College Algebra
947,logprop9,aeae96dlogprop9,6.5 Logarithmic Properties,['the_power_rule_for_logarithms'],Openstax: College Algebra
948,explog1,a512f5aexplog1,6.6 Exponential and Logarithmic Equations,['exponential_and_logarithmic_equations'],Openstax: College Algebra
949,explog10,a512f5aexplog10,6.6 Exponential and Logarithmic Equations,['exponential_and_logarithmic_equations'],Openstax: College Algebra
950,explog11,a512f5aexplog11,6.6 Exponential and Logarithmic Equations,['exponential_and_logarithmic_equations'],Openstax: College Algebra
951,explog12,a512f5aexplog12,6.6 Exponential and Logarithmic Equations,['exponential_and_logarithmic_equations'],Openstax: College Algebra
952,explog13,a512f5aexplog13,6.6 Exponential and Logarithmic Equations,['exponential_and_logarithmic_equations'],Openstax: College Algebra
953,explog14,a512f5aexplog14,6.6 Exponential and Logarithmic Equations,['exponential_and_logarithmic_equations'],Openstax: College Algebra
954,explog15,a512f5aexplog15,6.6 Exponential and Logarithmic Equations,['exponential_and_logarithmic_equations'],Openstax: College Algebra
